City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Viedma,AR,2021-04-01 21:22:47,-40.8135,-62.9967,70.81,42,98,18.21
294,Cabedelo,BR,2021-04-01 21:22:35,-6.9811,-34.8339,82.4,78,40,5.75
295,Broome,US,2021-04-01 21:22:47,42.2506,-75.833,37.0,74,90,12.66
296,Cienfuegos,CU,2021-04-01 21:22:48,22.1461,-80.4356,84.2,65,39,13.8
297,Fomboni,KM,2021-04-01 21:22:48,-12.28,43.7425,83.55,74,46,7.47
298,Vodyane,UA,2021-04-01 21:22:48,47.4875,34.4924,45.81,73,2,7.99
299,Matias Barbosa,BR,2021-04-01 21:22:49,-21.8692,-43.3194,67.75,73,76,3.91
300,Odessa,UA,2021-04-01 21:22:49,46.4775,30.7326,42.8,70,0,4.47
301,Trincomalee,LK,2021-04-01 21:22:49,8.5711,81.2335,81.07,76,3,15.86
302,Cherskiy,RU,2021-04-01 21:22:49,68.75,161.3,-13.45,91,6,0.83
303,Bandarbeyla,SO,2021-04-01 21:22:50,9.4942,50.8122,77.23,72,38,3.33
304,Pangnirtung,CA,2021-04-01 21:22:50,66.1451,-65.7125,-11.2,70,75,18.41
305,Bantou,CN,2021-04-01 21:22:50,26.2151,117.4893,71.26,87,21,1.41
306,Vila Velha,BR,2021-04-01 21:18:06,-20.3297,-40.2925,77.0,73,75,5.75
307,Kahului,US,2021-04-01 21:18:03,20.8947,-156.47,80.6,57,40,18.41
308,Arroyo,ES,2021-04-01 21:18:16,41.6096,-4.7969,55.4,67,40,6.91
309,Lompoc,US,2021-04-01 21:22:51,34.6391,-120.4579,82.0,14,0,17.27
310,Gizo,SB,2021-04-01 21:22:51,-8.103,156.8419,82.53,77,73,8.01
311,Alta Floresta,BR,2021-04-01 21:21:53,-9.8756,-56.0861,77.86,91,98,2.42
312,Aripuana,BR,2021-04-01 21:22:52,-9.1667,-60.6333,78.57,93,73,1.23
313,Buraydah,SA,2021-04-01 21:22:52,26.326,43.975,82.4,39,75,6.91
314,Katherine,AU,2021-04-01 21:22:52,-14.4667,132.2667,75.2,83,99,3.44
315,Labuhan,ID,2021-04-01 21:22:52,-6.8844,112.2051,76.89,85,100,6.93
316,Mao,ES,2021-04-01 21:22:53,39.8885,4.2658,55.4,94,0,8.05
317,Peleduy,RU,2021-04-01 21:22:53,59.6289,112.7406,-2.02,99,100,2.59
318,El Bagre,CO,2021-04-01 21:22:53,7.5927,-74.8086,83.1,85,100,3.15
319,Seymchan,RU,2021-04-01 21:22:54,62.8833,152.4333,-1.8,93,42,3.83
320,Red Bluff,US,2021-04-01 21:22:54,40.1785,-122.2358,78.01,27,1,5.75
321,Tiksi,RU,2021-04-01 21:22:54,71.6872,128.8694,-8.36,99,100,9.37
322,College,US,2021-04-01 21:22:55,64.8569,-147.8028,10.0,56,75,10.36
323,Krutikha,RU,2021-04-01 21:22:55,53.9599,81.2093,14.74,91,44,7.83
324,Kang,BW,2021-04-01 21:22:55,-23.6752,22.7876,72.82,36,98,6.38
325,Agua Branca,BR,2021-04-01 21:22:56,-5.8922,-42.6361,75.56,89,100,1.66
326,Cairns,AU,2021-04-01 21:18:04,-16.9167,145.7667,75.2,83,75,11.5
327,Hokitika,NZ,2021-04-01 21:22:56,-42.7167,170.9667,57.47,89,100,2.39
328,Berdigestyakh,RU,2021-04-01 21:22:56,62.0989,126.6992,7.09,97,100,5.64
329,Necochea,AR,2021-04-01 21:22:57,-38.5473,-58.7368,68.0,65,81,4.0
330,Gobabis,NA,2021-04-01 21:22:57,-22.45,18.9667,70.09,42,100,7.07
331,Naica,MX,2021-04-01 21:22:57,27.85,-105.4833,73.33,37,75,15.35
332,Nhulunbuy,AU,2021-04-01 21:22:57,-12.2333,136.7667,75.2,100,75,21.85
333,Rumoi,JP,2021-04-01 21:22:58,43.9344,141.6428,36.0,80,10,4.99
334,Aktau,KZ,2021-04-01 21:22:58,43.65,51.2,53.6,20,49,20.13
335,Kwinana,AU,2021-04-01 21:22:58,-32.25,115.7667,71.01,82,23,4.7
336,Ostrovnoy,RU,2021-04-01 21:22:59,68.0531,39.5131,27.82,95,100,9.71
337,Port Hedland,AU,2021-04-01 21:21:48,-20.3167,118.5667,73.4,68,0,8.05
338,Maceio,BR,2021-04-01 21:18:18,-9.6658,-35.7353,78.8,83,0,5.75
339,Rocha,UY,2021-04-01 21:22:59,-34.4833,-54.3333,64.18,74,33,7.9
340,Kruisfontein,ZA,2021-04-01 21:21:28,-34.0033,24.7314,63.0,75,51,1.01
341,Manokwari,ID,2021-04-01 21:21:47,-0.8667,134.0833,78.58,80,100,4.18
342,Tautira,PF,2021-04-01 21:22:59,-17.7333,-149.15,86.0,70,75,5.75
343,Naze,JP,2021-04-01 21:23:00,28.3667,129.4833,66.67,95,100,13.76
344,Balkhash,KZ,2021-04-01 21:23:00,46.844,74.9804,32.07,73,39,7.72
345,Margate,GB,2021-04-01 21:23:00,51.3813,1.3862,46.0,78,1,7.0
346,Clarence Town,AU,2021-04-01 21:23:01,-32.5833,151.7833,61.0,100,40,5.75
347,Dong Hoi,VN,2021-04-01 21:23:01,17.4833,106.6,76.96,85,12,3.06
348,Eenhana,NA,2021-04-01 21:23:01,-17.4667,16.3333,73.4,83,77,3.44
349,Cockburn Town,TC,2021-04-01 21:21:34,21.4612,-71.1419,77.59,71,1,18.66
350,Leh,IN,2021-04-01 21:19:39,34.1667,77.5833,28.71,60,100,6.49
351,Moroni,KM,2021-04-01 21:23:02,-11.7022,43.2551,79.57,78,62,3.38
352,Igrim,RU,2021-04-01 21:23:02,63.1906,64.4162,25.72,97,100,5.21
353,Tura,IN,2021-04-01 21:23:02,25.5198,90.2201,69.78,89,0,7.78
354,Krasnoselkup,RU,2021-04-01 21:23:03,65.7,82.4667,12.29,94,100,18.41
355,Natal,BR,2021-04-01 21:18:22,-5.795,-35.2094,84.2,70,40,11.5
356,Zabaykalsk,RU,2021-04-01 21:23:03,49.6333,117.3167,30.99,86,100,22.37
357,Kalmunai,LK,2021-04-01 21:23:04,7.4167,81.8167,78.08,82,17,4.72
358,Isangel,VU,2021-04-01 21:23:04,-19.55,169.2667,80.49,81,97,9.91
359,Linda,US,2021-04-01 21:23:04,39.1277,-121.5508,82.0,18,1,0.76
360,Koungou,YT,2021-04-01 21:22:15,-12.7336,45.2042,82.4,83,0,4.61
361,Tianmen,CN,2021-04-01 21:23:05,30.6516,113.1603,52.52,93,100,8.43
362,Cabo San Lucas,MX,2021-04-01 21:23:05,22.8909,-109.9124,84.0,42,40,10.36
363,Roma,US,2021-04-01 21:22:35,43.2128,-75.4557,36.0,60,90,13.8
364,Nador,MA,2021-04-01 21:23:05,35.174,-2.9287,59.0,88,0,1.14
365,Shingu,JP,2021-04-01 21:21:34,33.7333,135.9833,58.89,88,83,11.43
366,Mbandaka,CD,2021-04-01 21:23:06,0.0487,18.2603,72.73,92,33,3.4
367,Sao Joaquim,BR,2021-04-01 21:23:06,-28.2939,-49.9317,72.0,74,64,6.4
368,Tacuarembo,UY,2021-04-01 21:23:06,-31.7333,-55.9833,68.94,59,18,6.46
369,Maniitsoq,GL,2021-04-01 21:18:07,65.4167,-52.9,28.33,96,100,19.66
370,Dongsheng,CN,2021-04-01 21:23:07,39.8161,109.9776,40.64,70,100,2.89
371,Nelson Bay,AU,2021-04-01 21:23:07,-32.7167,152.15,61.0,100,40,5.75
372,Salinas,US,2021-04-01 21:23:07,36.6777,-121.6555,82.4,27,1,17.27
373,Morlaix,FR,2021-04-01 21:23:08,48.5833,-4.0,53.6,87,100,13.8
374,Muzhi,RU,2021-04-01 21:23:08,65.3667,64.6667,25.32,97,100,4.07
375,Tulun,RU,2021-04-01 21:23:08,54.5611,100.5792,19.54,96,99,4.27
376,Havelock,US,2021-04-01 21:19:07,34.8791,-76.9013,55.4,58,75,10.36
377,General Roca,AR,2021-04-01 21:22:29,-39.0333,-67.5833,80.6,32,0,12.66
378,Sa Kaeo,TH,2021-04-01 21:23:09,13.75,102.3333,80.51,77,96,9.04
379,Kargil,IN,2021-04-01 21:23:09,34.5667,76.1,22.39,79,94,6.26
380,General Cepeda,MX,2021-04-01 21:23:09,25.3833,-101.45,51.8,100,90,5.75
381,Zeya,RU,2021-04-01 21:23:10,53.75,127.2667,28.96,98,100,4.18
382,Nantucket,US,2021-04-01 21:21:13,41.2835,-70.0995,46.4,100,75,13.8
383,Pinheiro Machado,BR,2021-04-01 21:23:10,-31.5783,-53.3811,62.01,99,59,14.0
384,Zaozerne,UA,2021-04-01 21:23:10,45.1582,33.2787,42.01,72,2,5.48
385,Fort-Shevchenko,KZ,2021-04-01 21:23:11,44.5086,50.263,53.04,32,66,27.25
386,Kailua,US,2021-04-01 21:23:11,21.4022,-157.7394,80.6,73,40,11.5
387,Thinadhoo,MV,2021-04-01 21:23:11,0.5333,72.9333,83.3,77,89,16.4
388,Quatre Cocos,MU,2021-04-01 21:23:05,-20.2078,57.7625,78.8,89,40,8.05
389,Husavik,IS,2021-04-01 21:23:12,66.0449,-17.3389,39.2,70,20,3.44
390,Cao Bang,VN,2021-04-01 21:23:12,22.6667,106.25,76.03,84,92,4.5
391,Ardabil,IR,2021-04-01 21:23:12,38.2498,48.2933,52.45,44,0,9.24
392,Easton,US,2021-04-01 21:23:12,40.6884,-75.2207,44.01,39,75,20.71
393,Rio Gallegos,AR,2021-04-01 21:21:34,-51.6226,-69.2181,55.4,62,0,16.11
394,Cherkasskoye,RU,2021-04-01 21:23:13,52.4333,47.2167,34.45,91,100,5.28
395,Muhos,FI,2021-04-01 21:23:13,64.808,25.9931,32.0,80,0,8.05
396,Bilma,NE,2021-04-01 21:23:14,18.6853,12.9164,74.12,12,0,12.68
397,Okahandja,NA,2021-04-01 21:23:14,-21.9833,16.9167,66.0,68,91,5.75
398,Ambilobe,MG,2021-04-01 21:22:02,-13.2,49.05,73.6,91,30,3.15
399,Ardakan,IR,2021-04-01 21:23:14,32.31,54.0175,66.2,14,20,4.61
400,Yulara,AU,2021-04-01 21:23:14,-25.2406,130.9889,62.6,42,0,5.75
401,Aksum,ET,2021-04-01 21:23:15,14.1245,38.7244,62.87,44,16,2.13
402,Hervey Bay,AU,2021-04-01 21:23:15,-25.2986,152.8535,68.0,93,94,4.0
403,Kavaratti,IN,2021-04-01 21:19:15,10.5669,72.642,83.3,66,100,11.36
404,Makakilo City,US,2021-04-01 21:23:15,21.3469,-158.0858,82.4,51,1,10.36
405,Williamstown,US,2021-04-01 21:23:16,39.6862,-74.9952,48.0,51,99,4.0
406,Palanga,LT,2021-04-01 21:23:16,55.9175,21.0686,32.0,100,0,4.61
407,Kangaatsiaq,GL,2021-04-01 21:23:17,68.3065,-53.4641,32.56,88,100,39.39
408,Salalah,OM,2021-04-01 21:23:17,17.0151,54.0924,78.8,57,0,4.61
409,Korla,CN,2021-04-01 21:23:17,41.7597,86.1469,47.14,46,100,16.58
410,Mapiripan,CO,2021-04-01 21:23:17,2.8892,-72.1256,82.58,78,97,4.52
411,Erzin,TR,2021-04-01 21:23:18,36.9559,36.2,51.01,86,85,3.33
412,Khandyga,RU,2021-04-01 21:23:18,62.6667,135.6,17.11,97,100,1.81
413,Farafangana,MG,2021-04-01 21:23:18,-22.8167,47.8333,74.79,79,100,9.04
414,Chopinzinho,BR,2021-04-01 21:23:19,-25.8558,-52.5233,66.99,59,0,3.91
415,Guiyang,CN,2021-04-01 21:23:19,26.5833,106.7167,55.4,94,90,6.71
416,Clarksdale,US,2021-04-01 21:23:19,34.2001,-90.5709,53.01,37,3,18.41
417,San Luis,AR,2021-04-01 21:18:33,-33.295,-66.3356,72.48,46,68,4.83
418,Vikhorevka,RU,2021-04-01 21:23:20,56.1201,101.1636,19.4,86,100,4.47
419,Catalina,US,2021-04-01 21:23:20,32.5056,-110.9211,93.2,5,1,14.97
420,Maxixe,MZ,2021-04-01 21:23:20,-23.8597,35.3472,72.14,70,0,8.68
421,Saint-Georges,GD,2021-04-01 21:23:21,12.0564,-61.7485,82.4,69,20,13.8
422,Rio Grande,BR,2021-04-01 21:23:21,-32.035,-52.0986,68.88,68,7,11.7
423,Isabela,PH,2021-04-01 21:23:21,6.7085,121.9711,77.0,100,90,4.61
424,Mungeli,IN,2021-04-01 21:23:22,22.0667,81.6833,73.49,7,0,4.97
425,Camacha,PT,2021-04-01 21:23:22,33.0833,-16.3333,62.6,82,20,12.66
426,Narsaq,GL,2021-04-01 21:23:22,60.9167,-46.05,39.2,70,75,4.61
427,Beringovskiy,RU,2021-04-01 21:23:22,63.05,179.3167,23.67,94,100,11.88
428,Gat,IL,2021-04-01 21:23:23,31.61,34.7642,55.0,64,8,5.03
429,Hofn,IS,2021-04-01 21:23:23,64.2539,-15.2082,42.19,65,0,5.23
430,Rock Sound,BS,2021-04-01 21:23:23,24.9,-76.2,76.89,71,84,8.48
431,Dicabisagan,PH,2021-04-01 21:23:24,17.0818,122.4157,75.06,86,13,3.04
432,Sosnovo-Ozerskoye,RU,2021-04-01 21:23:24,52.5249,111.5418,12.06,85,9,10.0
433,Tena,EC,2021-04-01 21:23:24,-0.9833,-77.8167,87.8,66,75,5.75
434,Novoselitskoye,RU,2021-04-01 21:23:24,44.7508,43.4369,35.6,87,99,8.95
435,Pozo Colorado,PY,2021-04-01 21:23:25,-23.4923,-58.7972,86.92,30,97,5.57
436,Sussex,US,2021-04-01 21:23:25,41.1834,-74.6663,44.6,42,90,14.97
437,Anadyr,RU,2021-04-01 21:23:25,64.75,177.4833,15.8,86,90,13.42
438,Hornepayne,CA,2021-04-01 21:23:26,49.2138,-84.7705,29.44,44,59,6.6
439,Mackay,AU,2021-04-01 21:23:26,-21.15,149.2,69.8,83,75,13.8
440,Nara,JP,2021-04-01 21:18:59,34.6851,135.8049,59.0,82,40,5.75
441,Doha,QA,2021-04-01 21:23:26,25.2867,51.5333,81.0,61,0,4.61
442,Gunnedah,AU,2021-04-01 21:23:27,-30.9833,150.25,61.0,84,30,1.99
443,Chesma,RU,2021-04-01 21:23:27,53.8111,60.6533,32.5,79,100,19.98
444,Sanford,US,2021-04-01 21:23:28,28.8006,-81.2731,68.0,34,90,11.5
445,Mombetsu,JP,2021-04-01 21:23:28,44.3525,143.3525,33.01,82,5,5.01
446,Tutoia,BR,2021-04-01 21:23:28,-2.7619,-42.2744,79.48,84,86,11.05
447,Henties Bay,NA,2021-04-01 21:23:28,-22.116,14.2845,68.7,79,19,5.86
448,Butembo,CD,2021-04-01 21:23:29,0.15,29.2833,57.16,97,93,3.36
449,Djambala,CG,2021-04-01 21:23:29,-2.5447,14.7533,71.42,84,79,2.33
450,Chicama,PE,2021-04-01 21:23:29,-7.8447,-79.1469,69.8,83,38,9.22
451,Am Timan,TD,2021-04-01 21:23:30,11.0297,20.2827,87.42,12,37,6.58
452,Antanifotsy,MG,2021-04-01 21:23:10,-19.65,47.3167,59.92,98,100,3.69
453,Codo,BR,2021-04-01 21:23:30,-4.4553,-43.8856,78.28,87,84,2.15
454,Noumea,NC,2021-04-01 21:18:33,-22.2763,166.4572,78.01,88,90,18.41
455,Bud,US,2021-04-01 21:23:30,39.447,-86.1758,37.99,50,99,17.63
456,Antalaha,MG,2021-04-01 21:23:31,-14.9003,50.2788,74.16,93,100,6.17
457,Dingle,PH,2021-04-01 21:23:31,10.9995,122.6711,73.98,89,100,7.56
458,Panjab,AF,2021-04-01 21:23:31,34.388,67.0233,22.01,73,18,4.85
459,Ampanihy,MG,2021-04-01 21:23:32,-24.7,44.75,69.58,82,0,10.8
460,Ixtapa,MX,2021-04-01 21:20:01,20.7,-105.2,78.8,69,1,12.66
461,Niquero,CU,2021-04-01 21:23:32,20.0431,-77.5828,83.86,62,43,9.22
462,Luxor,EG,2021-04-01 21:23:33,25.6989,32.6421,66.2,34,0,4.61
463,Kiama,AU,2021-04-01 21:23:33,-34.6833,150.8667,62.01,96,52,1.01
464,Cap Malheureux,MU,2021-04-01 21:23:33,-19.9842,57.6142,77.0,84,10,3.0
465,Yakeshi,CN,2021-04-01 21:23:33,49.2833,120.7333,33.98,99,100,4.23
466,Wajir,KE,2021-04-01 21:23:34,1.7471,40.0573,83.5,59,37,17.47
467,Oeiras,BR,2021-04-01 21:23:34,-7.0253,-42.1311,78.39,77,100,2.73
468,Sabang,ID,2021-04-01 21:23:34,5.8933,95.3214,81.3,79,100,21.79
469,Hamilton,US,2021-04-01 21:23:35,39.1834,-84.5333,37.4,41,90,16.11
470,Bafata,GW,2021-04-01 21:23:35,12.1667,-14.75,80.47,49,0,9.26
471,Razole,IN,2021-04-01 21:23:35,16.4833,81.8333,78.93,96,99,5.41
472,Chimoio,MZ,2021-04-01 21:23:36,-19.1164,33.4833,66.2,82,40,9.22
473,Sinjar,IQ,2021-04-01 21:23:36,36.3209,41.8754,55.98,47,1,6.33
474,Halifax,CA,2021-04-01 21:22:36,44.6453,-63.5724,48.99,93,100,20.71
475,Uvinza,TZ,2021-04-01 21:22:23,-5.1036,30.3911,65.14,94,89,2.33
476,Kaeo,NZ,2021-04-01 21:23:36,-35.1,173.7833,66.0,86,19,7.0
477,Lulea,SE,2021-04-01 21:23:37,65.5842,22.1547,33.8,75,40,5.75
478,Kropotkin,RU,2021-04-01 21:23:37,45.4375,40.5756,45.68,80,75,5.91
479,Tolaga Bay,NZ,2021-04-01 21:23:37,-38.3667,178.3,59.07,59,3,3.6
480,Shenjiamen,CN,2021-04-01 21:23:37,29.9576,122.298,58.84,97,97,6.69
481,Evensk,RU,2021-04-01 21:23:38,61.95,159.2333,17.8,84,100,15.12
482,Atascadero,US,2021-04-01 21:19:02,35.4894,-120.6707,86.0,12,1,4.61
483,Riyadh,SA,2021-04-01 21:22:04,24.6877,46.7219,82.4,21,0,5.75
484,Avera,US,2021-04-01 21:23:38,33.194,-82.5271,59.0,23,1,11.5
485,Looc,PH,2021-04-01 21:23:39,12.2605,121.9926,77.9,76,100,5.59
486,Shirokiy,RU,2021-04-01 21:23:39,49.758,129.523,39.31,72,100,8.01
487,Port Macquarie,AU,2021-04-01 21:23:39,-31.4333,152.9167,66.99,99,99,3.0
488,Rio Blanco,MX,2021-04-01 21:23:40,18.8333,-97.15,74.17,44,41,12.86
489,Yueyang,CN,2021-04-01 21:23:40,29.3333,113.0919,53.6,92,100,8.61
490,Kajaani,FI,2021-04-01 21:23:40,64.2273,27.7285,28.4,80,0,3.44
491,Vaitape,PF,2021-04-01 21:23:40,-16.5167,-151.75,82.36,68,76,6.93
492,Sobolevo,RU,2021-04-01 21:23:41,54.4299,31.8996,36.59,96,100,12.95
493,Westport,US,2021-04-01 21:23:41,41.1415,-73.3579,48.99,49,90,14.97
494,Mpika,ZM,2021-04-01 21:23:41,-11.8343,31.4529,61.2,98,65,6.58
495,Port Blair,IN,2021-04-01 21:22:14,11.6667,92.75,80.51,71,100,10.51
496,Udachnyy,RU,2021-04-01 21:23:42,66.4167,112.4,-24.16,99,93,6.15
497,Buala,SB,2021-04-01 21:23:42,-8.145,159.5921,82.11,79,97,6.35
498,Hirara,JP,2021-04-01 21:23:42,24.8,125.2833,75.78,91,14,9.53
499,Yeppoon,AU,2021-04-01 21:23:43,-23.1333,150.7333,66.2,77,73,18.41
500,Taksimo,RU,2021-04-01 21:23:43,56.3444,114.8794,6.12,87,78,2.98
501,Nuevo Progreso,MX,2021-04-01 21:23:43,23.1667,-97.95,59.0,81,100,7.0
502,Guarapari,BR,2021-04-01 21:23:43,-20.6667,-40.4975,77.0,73,75,5.75
503,Nandikotkur,IN,2021-04-01 21:23:44,15.8667,78.2667,84.29,22,89,8.14
504,Hobyo,SO,2021-04-01 21:23:44,5.3505,48.5268,81.34,72,9,12.71
505,Half Moon Bay,US,2021-04-01 21:22:37,37.4636,-122.4286,75.2,37,1,5.75
506,Conakry,GN,2021-04-01 21:23:44,9.538,-13.6773,82.4,61,0,2.3
507,Kuningan,ID,2021-04-01 21:23:45,-6.9758,108.4831,69.76,94,100,3.44
508,Gazojak,TM,2021-04-01 21:23:45,41.1875,61.4036,45.63,38,0,14.43
509,Cardenas,CU,2021-04-01 21:23:45,23.0375,-81.2047,80.6,69,20,13.8
510,Szczytno,PL,2021-04-01 21:23:46,53.5626,20.9875,35.6,93,75,8.05
511,Salinopolis,BR,2021-04-01 21:23:46,-0.6136,-47.3561,78.24,83,92,3.96
512,Tamandare,BR,2021-04-01 21:23:46,-8.7597,-35.1047,79.56,74,40,8.9
513,Gravdal,NO,2021-04-01 21:23:47,68.1214,13.5031,38.98,70,97,21.34
514,Dudinka,RU,2021-04-01 21:23:47,69.4058,86.1778,-10.84,91,21,7.99
515,Urumqi,CN,2021-04-01 21:23:47,43.801,87.6005,39.2,60,0,6.71
516,Saint Albans,GB,2021-04-01 21:22:47,51.75,-0.3333,43.0,81,90,14.97
517,Alice Springs,AU,2021-04-01 21:23:08,-23.7,133.8833,55.4,82,0,4.61
518,Nata,PA,2021-04-01 21:23:48,8.3333,-80.5167,84.2,74,40,6.91
519,Odoyev,RU,2021-04-01 21:23:48,53.9393,36.6864,36.43,91,100,5.7
520,Talagang,PK,2021-04-01 21:23:48,32.9297,72.4158,60.71,14,0,3.4
521,Souillac,MU,2021-04-01 21:23:11,-20.5167,57.5167,78.8,89,40,8.05
522,Mvuma,ZW,2021-04-01 21:23:49,-19.2792,30.5283,58.48,52,11,6.62
523,Sitka,US,2021-04-01 21:21:50,57.0531,-135.33,33.8,93,90,3.44
524,Buta,CD,2021-04-01 21:23:49,2.7858,24.73,68.34,97,98,2.42
525,Tshikapa,CD,2021-04-01 21:23:49,-6.4167,20.8,71.56,92,30,1.14
526,Gafanha Da Encarnacao,PT,2021-04-01 21:23:50,40.6181,-8.733,59.0,80,34,1.86
527,Humboldt,US,2021-04-01 21:23:50,40.6665,-123.9178,66.0,58,1,19.57
528,Atar,MR,2021-04-01 21:21:27,20.5169,-13.0499,90.73,7,100,7.52
529,Balabac,PH,2021-04-01 21:23:07,7.9868,117.0645,74.17,93,100,10.27
530,Sarakhs,IR,2021-04-01 21:23:50,36.5449,61.1577,50.0,46,90,2.3
531,Ancud,CL,2021-04-01 21:21:38,-41.8697,-73.8203,59.0,82,90,4.61
532,Port Lincoln,AU,2021-04-01 21:23:51,-34.7333,135.8667,68.25,65,0,6.91
533,Ohara,JP,2021-04-01 21:23:51,35.25,140.3833,57.0,71,75,8.05
534,Fergus Falls,US,2021-04-01 21:23:52,46.283,-96.0776,48.2,31,1,20.71
535,Kaili,ID,2021-04-01 21:23:52,-3.4626,120.2147,67.37,91,98,3.67
536,Deqing,CN,2021-04-01 21:23:52,30.5448,119.9599,63.0,96,100,7.0
537,Falefa,WS,2021-04-01 21:23:52,-13.887,-171.588,87.8,74,40,10.36
538,Shrigonda,IN,2021-04-01 21:23:53,18.6167,74.6833,77.18,37,10,9.95
539,Vanimo,PG,2021-04-01 21:23:53,-2.6741,141.3028,77.74,87,100,4.09
540,Pemangkat,ID,2021-04-01 21:23:53,1.1667,108.9667,77.85,82,61,2.86
541,Gayeri,BF,2021-04-01 21:23:54,12.6497,0.4931,84.18,4,1,9.64
542,Umm Lajj,SA,2021-04-01 21:23:54,25.0213,37.2685,69.93,43,0,13.67
543,Cururupu,BR,2021-04-01 21:23:54,-1.8283,-44.8683,76.55,90,89,3.04
544,Cap Estate,LC,2021-04-01 21:23:55,14.0833,-60.95,80.6,65,20,14.97
545,Dobretu,RO,2021-04-01 21:23:55,44.5,23.95,53.01,57,0,6.91
546,Yarkovo,RU,2021-04-01 21:23:55,57.4028,67.0786,34.63,97,100,10.51
547,Jumla,NP,2021-04-01 21:23:56,29.2747,82.1838,39.85,25,0,6.96
548,Gamba,GA,2021-04-01 21:23:56,-2.65,10.0,78.21,86,96,5.39
549,Asau,RO,2021-04-01 21:23:56,46.4333,26.4,51.01,45,41,6.06
550,Sambava,MG,2021-04-01 21:23:57,-14.2667,50.1667,76.5,89,99,10.11
551,Rodino,RU,2021-04-01 21:23:57,52.5,80.25,16.65,92,12,8.16
552,Le Moule,GP,2021-04-01 21:23:57,16.3332,-61.3473,80.6,65,75,16.11
553,Kargasok,RU,2021-04-01 21:23:57,59.0556,80.8572,24.67,88,100,16.49
554,Lazaro Cardenas,MX,2021-04-01 21:23:58,17.9583,-102.2,86.16,49,0,14.07
555,Lahan,NP,2021-04-01 21:23:58,26.7296,86.4951,70.36,5,0,6.11
556,Samarai,PG,2021-04-01 21:23:58,-10.6167,150.6667,80.33,79,100,4.45
557,Bambari,CF,2021-04-01 21:23:59,5.768,20.6757,79.5,62,75,5.3
558,Komsomolskiy,UZ,2021-04-01 21:23:59,40.4272,71.7189,33.8,64,0,4.61
559,Nago,JP,2021-04-01 21:23:59,26.5881,127.9761,73.0,88,90,6.91
560,Dunmore Town,BS,2021-04-01 21:24:00,25.5,-76.65,76.73,72,71,8.86
561,Miles City,US,2021-04-01 21:24:00,46.4083,-105.8406,69.8,11,1,14.97
562,Chernyy Yar,RU,2021-04-01 21:24:00,48.0624,46.1091,43.18,58,18,10.25
563,Saint-Augustin,CA,2021-04-01 21:24:01,51.226,-58.6502,34.5,99,100,7.38
564,Ikwiriri,TZ,2021-04-01 21:24:01,-7.9562,38.9716,73.36,98,100,3.09
565,Masasi,TZ,2021-04-01 21:24:01,-10.7167,38.8,67.93,95,98,2.39
566,Havoysund,NO,2021-04-01 21:24:01,70.9963,24.6622,26.6,80,100,3.44
567,Saint-Joseph,RE,2021-04-01 21:24:02,-21.3667,55.6167,77.0,73,90,9.22
568,Lesnoy,RU,2021-04-01 21:24:02,57.6198,63.0784,33.67,96,100,9.64
569,Te Anau,NZ,2021-04-01 21:24:02,-45.4167,167.7167,52.92,91,100,5.99
570,Marsa Matruh,EG,2021-04-01 21:24:03,31.3525,27.2453,57.2,58,40,11.5
571,Ochamchira,GE,2021-04-01 21:24:03,42.7121,41.4721,48.94,89,100,1.95
572,Bangkalan,ID,2021-04-01 21:24:03,-7.0455,112.7351,77.0,94,40,3.44
573,Solnechnyy,RU,2021-04-01 21:22:43,50.7214,136.6319,26.73,88,65,2.89
574,Morondava,MG,2021-04-01 21:24:04,-20.2833,44.2833,78.53,68,2,10.54
575,Aquiraz,BR,2021-04-01 21:24:04,-3.9014,-38.3911,82.4,74,20,10.36
576,Buchanan,LR,2021-04-01 21:24:04,5.8808,-10.0467,79.5,87,48,7.52
577,Ahipara,NZ,2021-04-01 21:24:05,-35.1667,173.1667,66.31,70,45,12.48
578,Ribeira Brava,PT,2021-04-01 21:24:05,32.65,-17.0667,59.0,87,0,3.0
579,Abu Kamal,SY,2021-04-01 21:24:05,34.4506,40.9171,62.87,33,85,7.43
580,Muros,ES,2021-04-01 21:24:06,42.7762,-9.0603,60.01,90,94,2.55
